userId,first_name,last_name,address,city,state,post,phone,email,username,password,category1,category2,category3,category4,category5,category6,category7,category8
121,Annice,Kunich,406 E 4th St,Tyagarah,NS,2481,02-6769-6153,annice_kunich@kunich.net.au,Annice,Annice,0.722039618,0.733043495,0.948521323,0.247698757,0.967220729,0.940452592,0.029699532,0.247724515
122,Delila,Buchman,361 Via Colinas,Redgate,WA,6286,08-1791-7668,delila.buchman@hotmail.com,Delila,Delila,0.323334443,0.90053125,0.675794107,0.546509668,0.920698412,0.678706555,0.653020426,0.98301656
123,Iraida,Sionesini,94 S Jefferson Rd,Modewarre,VI,3240,03-4812-5654,iraida.sionesini@yahoo.com,Iraida,Iraida,0.534160965,0.697119153,0.927570054,0.639043945,0.686053348,0.125447243,0.409137822,0.573941376
124,Alona,Driesenga,8961 S Central Expy,Stirling Range National Park,WA,6338,08-6777-4159,alona_driesenga@hotmail.com,Alona,Alona,0.108821993,0.685226479,0.421027882,0.874442907,0.325169852,0.197046698,0.325751237,0.81728749
125,Lajuana,Vonderahe,7 Wiley Post Way,Trowutta,TA,7330,03-5661-2424,lajuana.vonderahe@yahoo.com,Lajuana,Lajuana,0.771689261,0.256490164,0.841925189,0.138182085,0.806385343,0.89373479,0.22329831,0.113661888
126,Madelyn,Maestri,60 S 4th St,Rouse Hill,NS,2155,02-2129-8131,madelyn.maestri@yahoo.com,Madelyn,Madelyn,0.428238476,0.191282179,0.855598234,0.824018838,0.613424814,0.82828827,0.987651748,0.199774895
127,Louann,Susmilch,6 Lafayette St #3034,Wyandra,QL,4489,07-5035-4889,louann_susmilch@yahoo.com,Louann,Louann,0.631694517,0.307925592,0.325636782,0.515363499,0.938213096,0.936690289,0.392643119,0.322188663
128,William,Devol,35 Jefferson Ave,Goondi Hill,QL,4860,07-4963-5297,wdevol@devol.net.au,William,William,0.880646062,0.8913672,0.574450565,0.132476825,0.931626983,0.961676621,0.275786511,0.011038339
129,Corazon,Grafenstein,3492 88th St,Hill River,WA,6521,08-1624-7236,cgrafenstein@gmail.com,Corazon,Corazon,0.925721058,0.917854253,0.376542836,0.929850057,0.000740793,0.049636337,0.615085147,0.854498553
130,Fairy,Burket,20 Sw 28th Ter,Fairview Park,SA,5126,08-9159-7562,fairy_burket@burket.com.au,Fairy,Fairy,0.569947539,0.606858914,0.589715643,0.330693478,0.657619018,0.852317661,0.570163226,0.050015222
131,Lashawn,Urion,6 Argyle Rd,Bar Beach,NS,2300,02-4794-6673,lurion@yahoo.com,Lashawn,Lashawn,0.847883161,0.031152236,0.599225567,0.932955147,0.223771419,0.087376249,0.28981901,0.049086944
132,Ronald,Gayner,438 E Reynolds Rd #239,University Of Tasmania,TA,7005,03-7734-9557,rgayner@hotmail.com,Ronald,Ronald,0.429530713,0.346165844,0.041984377,0.820326586,0.046398676,0.521026577,0.131263886,0.848528842
133,Shizue,Hayduk,47 Hall St,Regent West,VI,3072,03-2297-9891,shayduk@gmail.com,Shizue,Shizue,0.144453371,0.487510644,0.190655133,0.695411883,0.211559797,0.560176386,0.204824673,0.647401672
134,Nida,Fitz,17720 Beach Blvd,Oxley,QL,4075,07-7445-2572,nfitz@hotmail.com,Nida,Nida,0.690800648,0.405393044,0.548640363,0.622456062,0.587819639,0.847419395,0.773168541,0.006196852
135,Amos,Limberg,8 2nd St,Don,TA,7310,03-4539-9131,alimberg@limberg.com.au,Amos,Amos,0.319494167,0.183535457,0.929201951,0.635683848,0.551468113,0.418114098,0.296572825,0.978609923
136,Dexter,Prosienski,490 Court St,Nyora,VI,3987,03-2454-6523,dexter@prosienski.net.au,Dexter,Dexter,0.216042963,0.136517307,0.452881076,0.980706553,0.923467898,0.414285779,0.650929999,0.910456852
137,Ludivina,Calamarino,1456 Hill Rd,Croydon,QL,4871,07-5378-4498,lcalamarino@yahoo.com,Ludivina,Ludivina,0.777896179,0.2105226,0.555348885,0.628232755,0.67143061,0.998616846,0.034598543,0.388609255
138,Ariel,Stavely,6 7th St,Scottsdale,TA,7260,03-6510-4788,ariel_stavely@stavely.com.au,Ariel,Ariel,0.820223098,0.577805455,0.75309937,0.924559301,0.45855799,0.539061714,0.059598379,0.808121359
139,Haley,Vaughn,29 Nottingham Way #926,Montrose,VI,3765,03-7035-6484,haley_vaughn@vaughn.net.au,Haley,Haley,0.818440133,0.562514776,0.590329414,0.760208048,0.576928559,0.271259054,0.104256967,0.465659446
140,Raelene,Legeyt,8818 Century Park E #33,Oak Park,VI,3046,03-4878-1766,raelene@gmail.com,Raelene,Raelene,0.072184127,0.656646823,0.686012333,0.627505599,0.0969705,0.396058674,0.187421223,0.603125227
141,Micaela,Shiflett,4 Commerce Center Dr,Nailsworth,SA,5083,08-8856-8589,micaela_shiflett@shiflett.com.au,Micaela,Micaela,0.201548166,0.518656427,0.134721095,0.143196923,0.750363142,0.839421399,0.380940218,0.045178363
142,Alpha,Prudhomme,979 S La Cienega Blvd #627,Tarong,QL,4615,07-9053-8045,aprudhomme@hotmail.com,Alpha,Alpha,0.469739882,0.814748306,0.856441617,0.993959812,0.388608032,0.427563968,0.298520782,0.053314014
143,Zack,Warman,9181 E 26th St,Kensington Park,SA,5068,08-9948-2940,zwarman@gmail.com,Zack,Zack,0.508690806,0.574458618,0.625615281,0.351394006,0.168927125,0.153906871,0.841283234,0.103864594
144,Wilford,Pata,8855 North Ave,Ashmore,QL,4214,07-7445-2538,wilford_pata@pata.net.au,Wilford,Wilford,0.575671617,0.591877245,0.910281413,0.472344416,0.654988274,0.909714896,0.792251287,0.31691061
145,Carman,Robasciotti,4 Spinning Wheel Ln,Granya,VI,3701,03-1570-9956,carman_robasciotti@hotmail.com,Carman,Carman,0.456453777,0.021302219,0.931716238,0.995790062,0.770221167,0.2587984,0.454834735,0.554406585
146,Carylon,Bayot,5905 S 32nd St,Alexandra,VI,3714,03-8858-7088,carylon@gmail.com,Carylon,Carylon,0.665700512,0.184527378,0.960371755,0.525441328,0.416438259,0.152084351,0.425452162,0.862438631
147,Gladys,Schmale,514 Glenn Way,Wirrulla,SA,5661,08-4564-2338,gschmale@schmale.net.au,Gladys,Gladys,0.091105806,0.944313059,0.459416576,0.585880886,0.710794339,0.405569997,0.874713502,0.890444432
148,Matilda,Peleg,708 S Wilson Way,Weymouth,TA,7252,03-1130-5685,matilda.peleg@hotmail.com,Matilda,Matilda,0.783806346,0.822304182,0.231677864,0.782783275,0.14491446,0.108632551,0.735547401,0.608749073
149,Jacklyn,Wojnar,16949 Harristown Rd,Summer Hill,NS,2287,02-6287-8787,jacklyn@hotmail.com,Jacklyn,Jacklyn,0.71367202,0.907074877,0.10717784,0.151391661,0.755668438,0.96151125,0.793861882,0.805584776
150,Tashia,Charney,9 13th Ave S,Shailer Park,QL,4128,07-7659-5711,tashia.charney@charney.net.au,Tashia,Tashia,0.997438119,0.406556229,0.73653216,0.232210303,0.476877208,0.659991873,0.208551969,0.430849359
151,Dorian,Eischens,1 Rock Island Rd #8,Bell,NS,2786,02-7739-6600,deischens@gmail.com,Dorian,Dorian,0.536984392,0.612052861,0.726151566,0.783743956,0.221462351,0.248008387,0.770214197,0.119195287
152,Jesus,Merkt,1554 Bracken Crk,Licola,VI,3858,03-9341-9757,jesus_merkt@merkt.net.au,Jesus,Jesus,0.227411843,0.374879894,0.66133791,0.84578393,0.241365824,0.029665571,0.760324115,0.723264017
153,Brandee,Svoboda,7 10th St W,Walyormouring,WA,6460,08-3614-5966,brandee_svoboda@svoboda.net.au,Brandee,Brandee,0.39013058,0.648033849,0.751307003,0.966521902,0.548042857,0.820099053,0.392318484,0.784245474
154,Edda,Mcquaide,9 Cron Hill Dr,Boronia,VI,3155,03-1465-8645,emcquaide@yahoo.com,Edda,Edda,0.208973077,0.583305543,0.816851854,0.902768789,0.013077204,0.170902135,0.083732927,0.99785367
155,Felix,Bumby,82 Tremont St #4,Baddaginnie,VI,3670,03-1431-3996,felix.bumby@bumby.com.au,Felix,Felix,0.213206911,0.278635329,0.286175923,0.350283967,0.196045769,0.877144465,0.907921386,0.787913845
156,Ben,Kellman,30024 Whipple Ave Nw,Berrilee,NS,2159,02-7968-9243,ben_kellman@kellman.net.au,Ben,Ben,0.684610619,0.368407759,0.713533088,0.02635941,0.642865168,0.569306865,0.184000339,0.078982016
157,Mickie,Upton,900 W Wood St,Barmaryee,QL,4703,07-7647-5420,mickie.upton@yahoo.com,Mickie,Mickie,0.911927067,0.900362925,0.832204318,0.102282423,0.235555227,0.178495748,0.252284248,0.021321578
158,Phung,Krome,847 Norristown Rd,Longford,TA,7301,03-9617-5392,pkrome@yahoo.com,Phung,Phung,0.952732844,0.610823861,0.547379196,0.36004783,0.416775393,0.252885217,0.279449208,0.885766928
159,Lashonda,Langanke,667 S Highland Dr #4,Simson,VI,3465,03-9838-7533,lashonda@langanke.net.au,Lashonda,Lashonda,0.549963448,0.804068523,0.150797355,0.372623966,0.917931116,0.557548476,0.241489564,0.611361384
160,Patria,Popa,21 W 2nd St,Killabakh,NS,2429,02-6522-3993,patria.popa@gmail.com,Patria,Patria,0.257972242,0.274856502,0.05771326,0.211315009,0.602204033,0.150117038,0.333702931,0.206037576
161,Nidia,Horr,2 W Henrietta Rd #6,Paluma,QL,4816,07-8441-8214,nidia@gmail.com,Nidia,Nidia,0.760372817,0.183575538,0.938305571,0.240265645,0.476059959,0.406637841,0.285992191,0.121067276
162,Skye,Culcasi,82655 Shawnee Mission Pky #5798,Barnawartha,VI,3688,03-9075-3104,skye_culcasi@hotmail.com,Skye,Skye,0.694406296,0.913335478,0.795351688,0.974075365,0.751320753,0.478149311,0.309432425,0.429410135
163,Kanisha,Reyelts,9 Taylor Ave,Holwell,TA,7275,03-2921-8418,kreyelts@yahoo.com,Kanisha,Kanisha,0.214079847,0.789264848,0.085316583,0.6743418,0.509911561,0.513405709,0.280003271,0.593705274
164,Hector,Barras,62 J St #450,Combienbar,VI,3889,03-3017-8394,hector.barras@barras.com.au,Hector,Hector,0.60571435,0.541421359,0.204030648,0.714469831,0.440890643,0.180393792,0.924932447,0.40387734
165,Stefan,Mongolo,2 Pennington St,Port Adelaide,SA,5015,08-4563-6214,stefan_mongolo@mongolo.net.au,Stefan,Stefan,0.552894878,0.102117882,0.172817991,0.967626356,0.714869929,0.992273855,0.639419976,0.029068042
166,Francoise,Byon,5496 Ne Columbia Blvd,Klemzig,SA,5087,08-3914-9404,francoise@hotmail.com,Francoise,Francoise,0.317439286,0.334819977,0.920329552,0.146952962,0.375124174,0.916951571,0.862507235,0.605639124
167,Lindy,Vandermeer,4244 Lucas Creek Rd,Emu Park,QL,4710,07-9407-9202,lindy@vandermeer.com.au,Lindy,Lindy,0.07121702,0.794201492,0.796446319,0.655343593,0.153651236,0.139821068,0.382298545,0.269290014
168,Arthur,Diniz,79819 Palmetto Ave,Travancore,VI,3032,03-2517-3453,arthur@gmail.com,Arthur,Arthur,0.212502512,0.292970811,0.426266712,0.986673754,0.625007407,0.091528379,0.46161974,0.35010149
169,Nicholle,Hulme,7 N Glenn Rd,Whetstone,QL,4387,07-7144-4719,nicholle_hulme@hulme.com.au,Nicholle,Nicholle,0.716426609,0.065662672,0.838880859,0.97282615,0.434177591,0.154358223,0.941939941,0.696480442
170,Tijuana,Mesch,61 Center St #8,Corella,QL,4570,07-1415-9307,tijuana_mesch@gmail.com,Tijuana,Tijuana,0.297552027,0.721935886,0.431866972,0.169528768,0.803413743,0.792414215,0.536146524,0.141759248
171,Lorenza,Schoenleber,562 Nw Cornell Rd,Humpty Doo,NT,836,08-8081-7779,lorenza.schoenleber@schoenleber.com.au,Lorenza,Lorenza,0.043639521,0.348440727,0.882754214,0.310423417,0.359985247,0.120348513,0.987899858,0.308304143
172,Iola,Baird,48 General George Patton Dr #8611,Goode Beach,WA,6330,08-2325-5905,ibaird@baird.net.au,Iola,Iola,0.451456136,0.061381802,0.682651863,0.918710164,0.362849604,0.97875908,0.336166881,0.931482985
173,Sang,Weigner,9 W Passaic St,Heidelberg Rgh,VI,3081,03-8912-5755,sweigner@gmail.com,Sang,Sang,0.900861738,0.566038547,0.048657439,0.737753309,0.827619584,0.617884985,0.97498777,0.800951761
174,Leonor,Prez,968 Delaware Ave,Waterloo,NS,2017,02-7463-8776,lprez@prez.com.au,Leonor,Leonor,0.429642832,0.64131362,0.300654943,0.42279003,0.906306433,0.261492649,0.844119824,0.233118644
175,Silvana,Whelpley,548 Charmonie Ln,Minyip,VI,3392,03-5175-6193,swhelpley@yahoo.com,Silvana,Silvana,0.308215361,0.134373858,0.411631959,0.118385768,0.874343424,0.212139636,0.975062432,0.946541261
176,Anthony,Stever,91114 Grand Ave,Hunchy,QL,4555,07-7092-8542,anthony.stever@hotmail.com,Anthony,Anthony,0.889577969,0.264323539,0.995965389,0.259383369,0.212290139,0.624712541,0.97687239,0.251936301
177,Wenona,Carmel,44 Bush St,Grosvenor Place,NS,1220,02-2832-1545,wenona@gmail.com,Wenona,Wenona,0.334730464,0.555270623,0.73015313,0.236724798,0.22738671,0.713879475,0.190209246,0.526873097
178,Isadora,Yurick,6 Mahler Rd,Pacific Paradise,QL,4564,07-9595-6042,iyurick@hotmail.com,Isadora,Isadora,0.196651079,0.207479097,0.869291019,0.681596552,0.510239457,0.738806896,0.864848956,0.072423592
179,Mose,Vonseggern,1 E Main St,Hungerford,QL,4493,07-5769-8004,mose_vonseggern@hotmail.com,Mose,Mose,0.620586246,0.003609397,0.022469581,0.875578838,0.313572577,0.237051907,0.906744554,0.841639738
180,Marci,Aveline,58 State St #998,Boya,WA,6056,08-3342-3889,marci.aveline@hotmail.com,Marci,Marci,0.549696012,0.911007713,0.137771741,0.363058138,0.670822347,0.89363033,0.321557129,0.429223178
181,Michel,Hoyne,11408 Green St,Elizabeth West,SA,5113,08-6183-9260,michel@hoyne.com.au,Michel,Michel,0.044325236,0.40294606,0.412099592,0.296180827,0.956395679,0.048350519,0.410900315,0.074767988
182,Stephania,Connon,297 8th Ave S #9,Gumly Gumly,NS,2652,02-5725-5992,stephania.connon@connon.com.au,Stephania,Stephania,0.056032178,0.928434005,0.34778,0.321704182,0.194572699,0.182858895,0.422595794,0.666730628
183,Charolette,Turk,1 Wyckoff Ave,Wilmington,SA,5485,08-4735-5054,cturk@yahoo.com,Charolette,Charolette,0.972312193,0.74027016,0.629130303,0.5862676,0.246085563,0.495508856,0.891500777,0.793097276
184,Katie,Magro,8 E North Ave,Pagewood,NS,2035,02-7265-9702,katie_magro@gmail.com,Katie,Katie,0.41222869,0.183306644,0.870176577,0.147999777,0.412827279,0.375179522,0.258601267,0.479730287
185,Inocencia,Angeron,13386 Tamarco Dr #20,Tawonga,VI,3697,03-6268-2647,inocencia.angeron@angeron.net.au,Inocencia,Inocencia,0.240081622,0.921221285,0.427357502,0.02822826,0.585443199,0.861233378,0.584545543,0.978429636
186,Nikita,Novosel,70 W Market St #20,Hamlyn Heights,VI,3215,03-5716-1053,nikita_novosel@novosel.net.au,Nikita,Nikita,0.243632951,0.144495955,0.869771599,0.566161988,0.78287387,0.249467708,0.10604383,0.004226778
187,Malcolm,Gohlke,53247 Montgomery St #36,Southtown,QL,4350,07-9826-3950,malcolm@yahoo.com,Malcolm,Malcolm,0.915199588,0.429680596,0.884258469,0.343789966,0.404311819,0.613534249,0.324859545,0.983334418
188,Desiree,Englund,9495 Central Hwy #66,East Bowes,WA,6535,08-5289-4594,denglund@gmail.com,Desiree,Desiree,0.178686104,0.148454248,0.836359559,0.021459675,0.047523217,0.14567632,0.679263728,0.956574531
189,Holley,Worland,2 Route 9,Blue Haven,NS,2262,02-9885-9593,holley.worland@hotmail.com,Holley,Holley,0.128691018,0.036068179,0.769853068,0.742114815,0.868726175,0.301459082,0.284787014,0.831739222
190,Maryann,Tates,75700 Academy Rd,Cramphorne,WA,6420,08-1520-4093,mtates@yahoo.com,Maryann,Maryann,0.945159049,0.449848847,0.294164279,0.110662024,0.558754609,0.910223291,0.838188113,0.502173963
191,Ling,Dibello,6 Monte Ave,Beelbi Creek,QL,4659,07-1330-6750,ling_dibello@yahoo.com,Ling,Ling,0.719757304,0.790858422,0.835740491,0.886560052,0.495699947,0.138500672,0.042749778,0.967868149
192,Hailey,Kopet,5 France Ave S,Tanbar,QL,4481,07-3799-1667,hailey_kopet@kopet.com.au,Hailey,Hailey,0.491775709,0.925140893,0.301247722,0.912898971,0.116866291,0.163997532,0.044353795,0.546919485
193,Farrah,Malboeuf,803 Tupper Ln,Ringwood,VI,3134,03-7139-6376,farrah@malboeuf.com.au,Farrah,Farrah,0.582590401,0.84686381,0.895303472,0.754920721,0.383335531,0.103998695,0.609578107,0.679161831
194,Candra,Deritis,43 Nolan St,Battery Point,TA,7004,03-4231-3633,candra@deritis.net.au,Candra,Candra,0.458536934,0.12744672,0.795608967,0.860968397,0.973480635,0.97910427,0.064234357,0.562471562
195,Reuben,Hegland,6 W 39th St,Milton,NS,2538,02-1402-5215,reuben@yahoo.com,Reuben,Reuben,0.486875247,0.522611638,0.198693542,0.415507627,0.584129938,0.156075034,0.302557936,0.622803734
196,Anglea,Andrion,910 21st St,Laura,QL,4871,07-3239-2830,anglea.andrion@andrion.com.au,Anglea,Anglea,0.724434486,0.424321353,0.656620215,0.994005429,0.156240547,0.188065313,0.167016908,0.931860875
197,Paris,Tuccio,2677 S Jackson St,Kidman Park,SA,5025,08-8868-2010,paris.tuccio@hotmail.com,Paris,Paris,0.879470408,0.010560525,0.243276141,0.1558894,0.135237513,0.236713036,0.382432594,0.993280917
198,Latricia,Schmoyer,6 Central Ave #4,Woodville,SA,5011,08-5444-3296,latricia_schmoyer@hotmail.com,Latricia,Latricia,0.692655148,0.561647613,0.722880788,0.668976974,0.201946446,0.825733587,0.678190149,0.879810109
199,Jeffrey,Leuenberger,564 Almeria Ave #7474,Pedler Creek,SA,5171,08-1267-4421,jleuenberger@yahoo.com,Jeffrey,Jeffrey,0.863583979,0.062772781,0.852005745,0.473979809,0.240520975,0.231835446,0.361049668,0.645660839
200,Dean,Vollstedt,4 Grand St,Muckleford South,VI,3462,03-6776-1146,dvollstedt@vollstedt.com.au,Dean,Dean,0.865538334,0.314011633,0.17907085,0.084667317,0.103331001,0.678855486,0.488023264,0.307753174
201,Deane,Haag,9 Hamilton Blvd #299,Sydney South,NS,1235,02-9718-2944,dhaag@hotmail.com,Deane,Deane,0.068386429,0.312525886,0.115091529,0.629864484,0.448684662,0.220590148,0.255342399,0.353443837
202,Edelmira,Pedregon,50638 Northwest Blvd,Bandy Creek,WA,6450,08-8484-3223,edelmira_pedregon@hotmail.com,Edelmira,Edelmira,0.195050838,0.32356286,0.261344447,0.393409577,0.120559323,0.346507081,0.75947103,0.74828341
203,Andrew,Keks,51 Bridge Ave,Carwarp,VI,3494,03-5251-3153,andrew@gmail.com,Andrew,Andrew,0.689498349,0.695749131,0.735787855,0.422565226,0.203510166,0.653724731,0.025558755,0.390511901
204,Miesha,Decelles,457 St Sebastian Way #189,Eltham,VI,3095,03-5185-6258,mdecelles@decelles.net.au,Miesha,Miesha,0.329160875,0.330294853,0.542708109,0.090687841,0.847044151,0.864977287,0.093184288,0.421348906
205,Javier,Osmer,6 Ackerman Rd,Doncaster East,VI,3109,03-8369-6924,javier@osmer.com.au,Javier,Javier,0.81622687,0.836662843,0.027423103,0.058004709,0.433838015,0.86806168,0.782982513,0.425533719
206,Kizzy,Stangle,8 W Lake St #1,Welbungin,WA,6477,08-1937-3980,kizzy.stangle@yahoo.com,Kizzy,Kizzy,0.874816907,0.086953783,0.775792232,0.792191357,0.431880358,0.810071386,0.094384689,0.87128576
207,Sharan,Wodicka,8454 6  17 M At Bradleys,Shenton Park,WA,6008,08-4712-2157,sharan@wodicka.net.au,Sharan,Sharan,0.973714506,0.89400878,0.771152328,0.052085047,0.737690732,0.746807047,0.277971996,0.783885172
208,Novella,Fritch,5 Ellestad Dr,Girraween,NS,2145,02-2612-1455,nfritch@fritch.com.au,Novella,Novella,0.954549932,0.559730402,0.801014986,0.890444813,0.054077876,0.144958903,0.095131971,0.755975143
209,German,Dones,9 N Nevada Ave,Woronora,NS,2232,02-2393-3289,german@gmail.com,German,German,0.443560209,0.316884076,0.742477819,0.299421236,0.820344705,0.860690532,0.361221763,0.406366425
210,Robt,Blanck,790 E Wisconsin Ave,Woodbury,TA,7120,03-6517-9318,robt.blanck@yahoo.com,Robt,Robt,0.093240721,0.833050653,0.989082994,0.229737046,0.646921935,0.60276387,0.803685452,0.664328143
211,Rossana,Biler,60481 N Clark St,Lee Point,NT,810,08-9855-2125,rossana.biler@biler.net.au,Rossana,Rossana,0.48722114,0.970467967,0.216970852,0.832016569,0.13951869,0.233309788,0.856003084,0.806068538
212,Henriette,Gish,43 E Main St,Baranduda,VI,3691,03-9935-5135,henriette.gish@gish.net.au,Henriette,Henriette,0.303020921,0.709859398,0.052926847,0.912587101,0.537182994,0.339687505,0.084690651,0.31680463
213,Buffy,Stitely,5 Madison St #4651,Police Point,TA,7116,03-1600-5230,buffy_stitely@stitely.com.au,Buffy,Buffy,0.134839405,0.592846191,0.215019337,0.465689567,0.142587491,0.909834024,0.017945698,0.119294832
214,Christiane,Osmanski,85 Nw Frontage Rd,Williamstown,WA,6430,08-9693-9052,christiane@gmail.com,Christiane,Christiane,0.532821375,0.229142171,0.483369439,0.44242091,0.992786197,0.025199872,0.156717425,0.714129141
215,Annamae,Lothridge,584 Meridian St #997,Civic Square,AC,2608,02-1919-3941,alothridge@hotmail.com,Annamae,Annamae,0.895471456,0.078305124,0.813264321,0.386368971,0.32574296,0.73880123,0.797712972,0.116636123
216,Vanesa,Glockner,28220 Park Avenue W,Taragoola,QL,4680,07-7052-4547,vanesa@glockner.com.au,Vanesa,Vanesa,0.025648893,0.459245567,0.652450756,0.712847289,0.606720332,0.302851939,0.739893828,0.131719417
217,Gennie,Pastorino,5 Austin Ave,Charleston,SA,5244,08-4753-2870,gennie.pastorino@gmail.com,Gennie,Gennie,0.862564783,0.528135543,0.804707271,0.102007635,0.146009922,0.858744637,0.758427495,0.19038186
218,Tamra,Kenfield,481 925n N #959,Kealy,WA,6280,08-5614-9153,tkenfield@kenfield.com.au,Tamra,Tamra,0.581833404,0.565532835,0.476905081,0.587717584,0.469644362,0.977781673,0.959619047,0.622635635
219,Tien,Kinney,9 9th St #4,Lillimur,VI,3420,03-7767-6169,tien_kinney@kinney.com.au,Tien,Tien,0.370539291,0.270605817,0.015282592,0.650631352,0.009846329,0.927767948,0.965307781,0.845322962
220,Malcom,Leja,56232 Hohman Ave,Officer,VI,3809,03-2477-9133,malcom@leja.com.au,Malcom,Malcom,0.344436466,0.798235501,0.948382041,0.408144296,0.640294598,0.75845358,0.433610536,0.649018588
221,Claudia,Gawrych,3 Wall St #26,Lilli Pilli,NS,2229,02-4246-3092,claudia@gmail.com,Claudia,Claudia,0.587379127,0.916023873,0.329225548,0.360066105,0.044315049,0.663856313,0.803803672,0.550497086
222,Page,Entzi,63154 Artesia Blvd,Blue Rocks,TA,7255,03-2484-5500,page@entzi.net.au,Page,Page,0.706462146,0.014613899,0.44631099,0.7508254,0.608724675,0.263787723,0.485512488,0.689313517
223,Lorita,Roches,32 E Poythress St,Westminster,WA,6061,08-2358-3115,lorita_roches@roches.net.au,Lorita,Lorita,0.020578375,0.018654174,0.787921977,0.22721222,0.733543836,0.75811133,0.699281005,0.065488211
224,Annita,Lek,86274 Howell Mill Rd Nw,Karama,NT,812,08-3384-3181,annita.lek@lek.net.au,Annita,Annita,0.123233276,0.713713273,0.02700753,0.0413791,0.477530255,0.775724187,0.193350838,0.952305154
225,Eliseo,Mikovec,25488 Brickell Ave,Ocean Shores,NS,2483,02-9829-2371,emikovec@mikovec.com.au,Eliseo,Eliseo,0.832779088,0.688903522,0.075148002,0.841693333,0.543190831,0.87662081,0.785018243,0.57678721
226,Tyisha,Layland,270 5th Ave,Eastwood,SA,5063,08-2158-6758,tyisha@yahoo.com,Tyisha,Tyisha,0.129650218,0.229194537,0.35288851,0.536953283,0.847789807,0.610928081,0.392322967,0.139828534
227,Colene,Tolbent,891 Union Pacific Ave #8463,Gloucester,NS,2422,02-4376-1104,colene.tolbent@tolbent.net.au,Colene,Colene,0.497035628,0.208056593,0.417495609,0.641567316,0.440288744,0.535449613,0.913470472,0.9643286
228,Francis,Senters,4562 Aurora Ave N,Heidelberg Rgh,VI,3081,03-5933-7288,fsenters@gmail.com,Francis,Francis,0.047687701,0.357410156,0.91654878,0.897003534,0.305165185,0.519644641,0.918626704,0.021889035
229,Hester,Dollins,4864 N 168th Ave,The Risk,NS,2474,02-1622-6412,hester_dollins@gmail.com,Hester,Hester,0.222239443,0.170992356,0.728050452,0.027650311,0.861334506,0.498697267,0.636943286,0.980857873
230,Susana,Baumgarter,7 Elm Ave,Yanco,NS,2703,02-5410-5137,susana.baumgarter@yahoo.com,Susana,Susana,0.940537919,0.190573031,0.042534903,0.741633867,0.570348158,0.248355709,0.572341523,0.447443291
231,Dahlia,Tummons,6508 Adams St #32,Port Fairy,VI,3284,03-8216-8640,dahlia.tummons@gmail.com,Dahlia,Dahlia,0.796162844,0.376770131,0.542944091,0.247289493,0.740319873,0.048020344,0.941589697,0.964488391
232,Osvaldo,Falvey,6434 Westchester Ave #28,Queenton,QL,4820,07-4854-5045,osvaldo.falvey@yahoo.com,Osvaldo,Osvaldo,0.2721727,0.7573566,0.818025683,0.010132655,0.219753912,0.213870591,0.955794691,0.611257581
233,Armando,Barkley,70680 S Rider Trl,Watercarrin,WA,6407,08-8161-8201,armando.barkley@yahoo.com,Armando,Armando,0.88933683,0.17039573,0.403494716,0.709571032,0.057972436,0.929934744,0.612137612,0.160859097
234,Torie,Deras,700 Factory Ave #5649,Yeppoon,QL,4703,07-8371-4719,torie_deras@yahoo.com,Torie,Torie,0.109367898,0.279813296,0.070650808,0.983294307,0.232278007,0.344864284,0.288309494,0.510082541
235,Tamie,Hollimon,3 Cherokee St,Bobalong,WA,6320,08-7046-5484,tamie@hollimon.com.au,Tamie,Tamie,0.871052866,0.836579696,0.42746878,0.296981713,0.623564455,0.905663012,0.366233434,0.902863338
236,Lettie,Hessenthaler,76542 W Bijou St,Wurdiboluc,VI,3241,03-5855-5156,lettie_hessenthaler@hessenthaler.net.au,Lettie,Lettie,0.839450024,0.314604268,0.324416447,0.822005531,0.546905327,0.679056553,0.415210079,0.877329471
237,Chaya,Muhlbauer,44009 W 63rd #269,North Dandalup,WA,6207,08-5943-4352,chaya_muhlbauer@muhlbauer.net.au,Chaya,Chaya,0.530239243,0.146861896,0.268460114,0.867843253,0.410707452,0.202558932,0.70859219,0.649022344
238,Terina,Wildeboer,462 Morris Ave,Seddon,VI,3011,03-9107-7349,terina_wildeboer@wildeboer.com.au,Terina,Terina,0.121005195,0.041648628,0.948197031,0.199411762,0.300549056,0.768780265,0.243674757,0.216561851
239,Lisbeth,Agney,1 El Camino Real #603,Hindmarsh,WA,6462,08-1184-4145,lisbeth.agney@agney.net.au,Lisbeth,Lisbeth,0.577281965,0.601135619,0.845643864,0.667600842,0.914690219,0.351002945,0.168187747,0.869370419
240,Lillian,Dominique,92417 Arbuckle Ct,Julia Creek,QL,4823,07-3594-6592,lillian@hotmail.com,Lillian,Lillian,0.764928265,0.107784731,0.267673391,0.180418131,0.38438703,0.894497018,0.47358121,0.053654945
241,Corrina,Lindblom,1 Westpark Dr,Salter Point,WA,6152,08-7915-5110,clindblom@gmail.com,Corrina,Corrina,0.950456512,0.529786632,0.467472673,0.69444979,0.840649651,0.260692207,0.400004049,0.574575414
242,Dylan,Chaleun,5 Montana Ave,Lilydale,QL,4344,07-2319-2889,dylan_chaleun@hotmail.com,Dylan,Dylan,0.794865077,0.851951529,0.963631989,0.424835203,0.488429354,0.158840628,0.585817855,0.471626019
